Mod:Item:MetaData, Localized Name
mtsofficialpack:skid, Landing Skid
mtsofficialpack:wheellarge, Large Wheel
mtsofficialpack:wheelmedium, Medium Wheel
mtsofficialpack:wheelsmall, Small Wheel
mtsofficialpack:instrument_aircraft_airspeed, Airspeed Indicator
mtsofficialpack:instrument_aircraft_altimeter, Altimeter
mtsofficialpack:instrument_aircraft_attitude, Attitude Indicator
mtsofficialpack:instrument_aircraft_electric, Electrical Gauge
mtsofficialpack:instrument_aircraft_enginetemp, Engine Temperature Gauge
mtsofficialpack:instrument_aircraft_fuelflow, Fuel Flow Gauge
mtsofficialpack:instrument_aircraft_fuelqty, Fuel Gauge
mtsofficialpack:instrument_aircraft_heading, Heading Indicator
mtsofficialpack:instrument_aircraft_liftreserve, Lift Reserve Indicator
mtsofficialpack:instrument_aircraft_oilpressure, Oil Pressure Gauge
mtsofficialpack:instrument_aircraft_tachometer, Tachometer
mtsofficialpack:instrument_aircraft_trim, Trim Indicator
mtsofficialpack:instrument_aircraft_turncoord, Turn Coordinator
mtsofficialpack:instrument_aircraft_turnslip, Turn and Slip Indicator
mtsofficialpack:instrument_aircraft_verticalspeed, Vertical Speed Indicator
mtsofficialpack:instrument_car_electric, Electrical Gauge
mtsofficialpack:instrument_car_enginetemp_c, Engine Temperature Gauge (C)
mtsofficialpack:instrument_car_enginetemp_f, Engine Temperature Gauge (F)
mtsofficialpack:instrument_car_fuelqty, Fuel Gauge
mtsofficialpack:instrument_car_gear, Gear Indicator
mtsofficialpack:instrument_car_oilpressure_b, Oil Presure Gauge (BAR)
mtsofficialpack:instrument_car_oilpressure_p, Oil Presure Gauge (PSI)
mtsofficialpack:instrument_car_spedometer_blk, Spedometer (BLK/S)
mtsofficialpack:instrument_car_spedometer_kph, Spedometer (KPH)
mtsofficialpack:instrument_car_spedometer_mph, Spedometer (MPH)
mtsofficialpack:instrument_car_tachometer_amc, AMC I4 Tachometer
mtsofficialpack:instrument_car_tachometer_det, Detroit Diesel Tachometer
mtsofficialpack:crashbarrier, Crash Barrier
mtsofficialpack:telephonebooth, Telephone Booth
mtsofficialpack:trafficcone, Traffic Cone
naturescompass:naturescompass, Nature's Compass
openglider:hang_glider_part:0, Glider Wing (Left)
openglider:hang_glider_part:1, Glider Wing (Right)
openglider:hang_glider_part:2, Scaffolding
openglider:hang_glider_basic, Hang Glider
openglider:hang_glider_advanced, Advanced Hang Glider
openscreens:backflatscreen1, Flatscreen (Back) (Tier 1)
openscreens:backflatscreen2, §eFlatscreen (Back) (Tier 2)
openscreens:backflatscreen3, §bFlatscreen (Back) (Tier 3)
openscreens:frontflatscreen1, Flatscreen (Front) (Tier 1)
openscreens:frontflatscreen2, §eFlatscreen (Front) (Tier 2)
openscreens:frontflatscreen3, §bFlatscreen (Front) (Tier 3)
openscreens:holoscreen1, Holo Screen (Tier 1)
openscreens:holoscreen2, §eHolo Screen (Tier 2)
openscreens:holoscreen3, §bHolo Screen (Tier 3)
opensecurity:nanofog_terminal, NanoFog Terminal
opensecurity:rfid_reader, RFID Reader
opensecurity:biometric_reader, Biometric Reader
opensecurity:data_block, Data Block
opensecurity:keypad, Keypad
opensecurity:entity_detector, Entity Detector
opensecurity:energy_turret, Energy Turret
opensecurity:rolldoor_element, Rolldoor Element
opensecurity:alarm, Alarm
opensecurity:card_writer, Card Writer
opensecurity:mag_reader, Magnetic Card Reader
opensecurity:security_terminal, Security Terminal
opensecurity:secure_door, Security Door
opensecurity:private_secure_door, Private Security Door
opensecurity:rolldoor, Rolldoor
opensecurity:rolldoor_controller, Rolldoor Controller
opensecurity:door_controller, Door Controller
opensecurity:nanofog, NanoFog
opensecurity:rfid_card, RFID Card
opensecurity:rfid_reader_card, RFID Reader Card
opensecurity:damage_upgrade, Damage Upgrade
opensecurity:mag_card, Magnetic Strip Card
opensecurity:nanodna, NanoDNA
opensecurity:energy_upgrade, Energy Upgrade
opensecurity:cooldown_upgrade, Cooldown Upgrade
opensecurity:movement_upgrade, Movement Upgrade
rftools:smartwrench, Smart Wrench
rftools:rftools_manual, RFTools Manual
rftools:rftools_shape_manual, RFTools Shape Manual
rftools:dimensional_shard, Dimensional Shard
rftools:shard_wand, Shard Wand
rftools:infused_diamond, Infused Diamond
rftools:infused_enderpearl, Infused Enderpearl
rftools:syringe, Syringe
rftools:peace_essence, Peace Essence
rftools:developers_delight, Developers Delight
rftools:network_monitor, RF Network Monitor
rftools:modifier_module, Modifier
rftools:storage_module_tablet, Storage Tablet
rftools:storage_module:0, Tier 1 Storage Module
rftools:storage_module:1, Tier 2 Storage Module
rftools:storage_module:2, Tier 3 Storage Module
rftools:storage_module:6, Remote Storage Module
rftools:oredict_module, Ore Dictionary Type Module
rftools:generic_module, Generic Type Module
rftools:filter_module, Filter Module
rftools:teleport_probe, Teleporter Probe
rftools:charged_porter, Charged Porter
rftools:advanced_charged_porter, Advanced Charged Porter
rftools:text_module, Text Screen Module
rftools:inventory_module, Inventory Screen Module
rftools:inventoryplus_module, Inventory Plus Screen Module
rftools:energy_module, Energy Screen Module
rftools:energyplus_module, Energy Plus Screen Module
rftools:clock_module, Clock Screen Module
rftools:fluid_module, Fluid Screen Module
rftools:fluidplus_module, Fluid Plus Screen Module
rftools:machineinformation_module, Machine Information Screen Module
rftools:computer_module, Computer Screen Module
rftools:button_module, Button Screen Module
rftools:elevator_button_module, Elevator Button Screen Module
rftools:redstone_module, Redstone Screen Module
rftools:counter_module, Counter Screen Module
rftools:counterplus_module, Counter Plus Screen Module
rftools:storage_control_module, Storage Control Screen Module
rftools:dump_module, Dump Screen Module
rftools:space_chamber_card, Space Chamber Card
rftools:shape_card:0, Shape Card
rftools:shape_card:1, Shape Card (Void)
rftools:shape_card:2, Shape Card (Quarry)
rftools:shape_card:3, Shape Card (Silk Quarry)
rftools:shape_card:4, Shape Card (Fortune Quarry)
rftools:shape_card:5, Shape Card (Clearing Quarry)
rftools:shape_card:6, Shape Card (Clearing Silk Quarry)
rftools:shape_card:7, Shape Card (Clearing Fortune Quarry)
rftools:shape_card:8, Shape Card (Pump)
rftools:shape_card:9, Shape Card (Clearing Pump)
rftools:shape_card:10, Shape Card (Placing Liquids)
rftools:powercell_card, Powercell Card
rftools:regeneration_module, Regeneration Environmental Module
rftools:regenerationplus_module, Regeneration Plus Environmental Module
rftools:speed_module, Speed Environmental Module
rftools:speedplus_module, Speed Plus Environmental Module
rftools:haste_module, Haste Environmental Module
rftools:hasteplus_module, Haste Plus Environmental Module
rftools:saturation_module, Saturation Environmental Module
rftools:saturationplus_module, Saturation Plus Environmental Module
rftools:featherfalling_module, Feather Falling Environmental Module
rftools:featherfallingplus_module, Feather Falling Plus Environmental Module
rftools:flight_module, Flight Environmental Module
rftools:peaceful_module, Peaceful Environmental Module
rftools:waterbreathing_module, Water Breathing Environmental Module
rftools:nightvision_module, Night Vision Environmental Module
rftools:blindness_module, Blindness Environmental Module
rftools:weakness_module, Weakness Environmental Module
rftools:poison_module, Poison Environmental Module
rftools:slowness_module, Slowness Environmental Module
rftools:glowing_module, Glowing Environmental Module
rftools:luck_module, Luck Environmental Module
rftools:noteleport_module, No Teleport Environmental Module
rftools:orphaning_card, Orphaning Card
rftools:security_card, Security Card
rftools:machine_frame, Machine Frame
rftools:machine_base, Machine Base
rftools:dimensional_shard_ore:0, Dimensional Shard Ore
rftools:dimensional_shard_ore:1, Dimensional Shard Ore
rftools:dimensional_shard_ore:2, Dimensional Shard Ore
rftools:coalgenerator, Coal Generator
rftools:crafter1, Crafter Tier 1
rftools:crafter2, Crafter Tier 2
rftools:crafter3, Crafter Tier 3
rftools:modular_storage, Modular Storage
rftools:remote_storage, Remote Storage
rftools:storage_terminal, Storage Terminal
rftools:level_emitter, Level Emitter
rftools:matter_transmitter, Matter Transmitter
rftools:matter_receiver, Matter Receiver
rftools:dialing_device, Dialing Device
rftools:simple_dialer, Simple Dialer
rftools:destination_analyzer, Destination Analyzer
rftools:matter_booster, Matter Booster
rftools:screen, Screen
rftools:creative_screen, Creative Screen
rftools:screen_controller, Screen Controller
rftools:redstone_transmitter_block, Redstone Transmitter
rftools:redstone_receiver_block, Redstone Receiver
rftools:sequencer_block, Sequencer
rftools:counter_block, Counter
rftools:logic_block, Logic Gate
rftools:invchecker_block, Inventory Checker
rftools:sensor_block, Sensor
rftools:analog_block, Analog
rftools:digit_block, Digit
rftools:wire_block, Wire
rftools:timer_block, Timer
rftools:machine_infuser, Machine Infuser
rftools:space_chamber, Space Chamber Corner Block
rftools:space_chamber_controller, Space Chamber Controller Block
rftools:support_block, Support Block
rftools:builder, Builder
rftools:composer, Composer
rftools:locator, Locator
rftools:projector, Projector
rftools:scanner, Scanner
rftools:remote_scanner, Remote Scanner
rftools:powercell, Powercell
rftools:powercell_advanced, Advanced Powercell
rftools:powercell_creative, Creative Powercell
rftools:powercell_simple, Simple Powercell
rftools:relay, Power Relay
rftools:rf_monitor, RF Monitor
rftools:liquid_monitor, Liquid Monitor
rftools:shield_block1, Shield Projector Tier 1
rftools:shield_block2, Shield Projector Tier 2
rftools:shield_block3, Shield Projector Tier 3
rftools:shield_block4, Shield Projector Tier 4
rftools:invisible_shield_block, Invisible Shield Block
rftools:notick_invisible_shield_block, Invisible Shield Block
rftools:invisible_shield_block_opaque, Invisible Shield Block
rftools:notick_invisible_shield_block_opaque, Invisible Shield Block
rftools:shield_template_block:0, Shield Template
rftools:shield_template_block:1, Shield Template
rftools:shield_template_block:2, Shield Template
rftools:shield_template_block:3, Shield Template
rftools:solid_shield_block, Solid Shield Block
rftools:notick_solid_shield_block, Solid Shield Block
rftools:camo_shield_block, Camo Shield Block
rftools:notick_camo_shield_block, Camo Shield Block
rftools:solid_shield_block_opaque, Solid Shield Block
rftools:notick_solid_shield_block_opaque, Solid Shield Block
rftools:camo_shield_block_opaque, Camo Shield Block
rftools:notick_camo_shield_block_opaque, Camo Shield Block
rftools:environmental_controller, Environmental Controller
rftools:spawner, Spawner
rftools:matter_beamer, Matter Beamer
rftools:block_protector, Block Protector
rftools:item_filter, Item Filter
rftools:security_manager, Security Manager
rftools:endergenic, Endergenic Generator
rftools:pearl_injector, Pearl Injector
rftools:ender_monitor, Ender Monitor
rftools:storage_scanner, Storage Scanner
rftools:elevator, Elevator
rftools:booster, Booster
rsgauges:flatgauge1, Redstone gauge (big analog voltmeter)
rsgauges:flatgauge2, Redstone gauge (big analog bar)
rsgauges:flatgauge3, Redstone gauge (small digital display)
rsgauges:flatgauge4, Redstone gauge (glass bar)
rsgauges:flatgauge5, Redstone gauge (glass tube)
rsgauges:flatgauge6, Redstone gauge (small analog voltmeter)
rsgauges:gauge_rustic2, Redstone gauge (rustic circular wall meter)
rsgauges:indicator1, Redstone indicator (small square green light)
rsgauges:indicator2, Redstone indicator (small square yellow light)
rsgauges:indicator3, Redstone indicator (small square red light)
rsgauges:indicator_led_white, Redstone indicator (small square white light)
rsgauges:indicator1blink1, Redstone indicator (blinking small square green light)
rsgauges:indicator2blink1, Redstone indicator (blinking small square yellow light)
rsgauges:indicator3blink1, Redstone indicator (blinking small square red light)
rsgauges:indicator_led_white_blink, Redstone indicator (blinking small square white light)
rsgauges:indicator4, Redstone indicator (red alarm lamp)
rsgauges:soundindicator1, Redstone sound indicator (alarm siren)
rsgauges:indicator_rustic_flag, Redstone indicator (small rustic flag semaphore)
rsgauges:bistableswitch1, Bistable redstone switch (rotary machine switch)
rsgauges:bistableswitch2, Bistable redstone switch (Frankenstein lever)
rsgauges:bistableswitch3, Bistable redstone switch (machine switch)
rsgauges:bistableswitch4, Bistable redstone switch (small light flip switch)
rsgauges:bistableswitch5, Bistable redstone switch (ESTOP button)
rsgauges:bistableswitch6, Bistable redstone switch (hopper blocker switch)
rsgauges:bistableswitch7, Bistable redstone switch (mechanical rotary lever)
rsgauges:bistableswitch8, Bistable redstone switch (mechanical lever)
rsgauges:bistableswitch_oldfancy1, Bistable redstone switch (old fancy straight lever)
rsgauges:bistableswitch_oldfancy2, Bistable redstone switch (old fancy angular lever)
rsgauges:bistableswitch_oldfancy3, Bistable redstone switch (old fancy bent lever)
rsgauges:bistableswitch_oldfancy4, Bistable redstone switch (old fancy slide sphere connector)
rsgauges:bistableswitch_oldfancy5, Bistable redstone switch (old fancy rotary sphere connector)
rsgauges:bistableswitch_oldfancy6, Bistable redstone switch (old fancy rotary sphere connector 2)
rsgauges:bistableswitch_oldfancy7, Bistable redstone switch (old fancy manual contactor)
rsgauges:bistableswitch_rustic1, Bistable redstone switch (rustic lever)
rsgauges:bistableswitch_rustic2, Bistable redstone switch (rustic two-hinge lever)
rsgauges:bistableswitch_rustic3, Bistable redstone switch (rustic big angular lever)
rsgauges:bistableswitch_rustic4, Bistable redstone switch (rustic counter-weight balanced)
rsgauges:bistableswitch_rustic5, Bistable redstone switch (rustic rotary handle)
rsgauges:bistableswitch_rustic6, Bistable redstone switch (rustic latch slide)
rsgauges:bistableswitch_rustic7, Bistable redstone switch (rustic the-nail)
rsgauges:bistableswitch_glass1, Bistable redstone switch (star shaped glass switch)
rsgauges:bistableswitch_glass2, Bistable redstone switch (glass touch switch)
rsgauges:pulseswitch1, Pulse redstone switch (square machine button)
rsgauges:pulseswitch2, Pulse redstone switch (fenced round machine button)
rsgauges:pulseswitch3, Pulse redstone switch (mechanical pull handle)
rsgauges:arrowtarget, Pulse redstone switch (arrow target)
rsgauges:pulseswitch5, Pulse redstone switch (mechanical push button)
rsgauges:pulseswitch6, Pulse redstone switch (retro double pole)
rsgauges:pulseswitch_oldfancy1, Pulse redstone switch (old fancy button)
rsgauges:pulseswitch_oldfancy2, Pulse redstone switch (old fancy chain switch)
rsgauges:pulseswitch_oldfancy3, Pulse redstone switch (old fancy spring reset handle)
rsgauges:pulseswitch_oldfancy4, Pulse redstone switch (old fancy tiny button)
rsgauges:pulseswitch_rustic1, Pulse redstone switch (rustic push button)
rsgauges:pulseswitch_rustic2, Pulse redstone switch (rustic bolted button)
rsgauges:pulseswitch_rustic3, Pulse redstone switch (rustic chain)
rsgauges:pulseswitch_rustic4, Pulse redstone switch (rustic weight reset chain)
rsgauges:pulseswitch_rustic5, Pulse redstone switch (rustic pull handle)
rsgauges:pulseswitch_rustic6, Pulse redstone switch (rustic push handle)
rsgauges:pulseswitch_rustic7, Pulse redstone switch (rustic the-nail)
rsgauges:pulseswitch_glass1, Pulse redstone switch (star shaped glass button)
rsgauges:pulseswitch_glass2, Pulse redstone switch (small star shaped glass button)
rsgauges:pulseswitch_glass3, Pulse redstone switch (glass touch button)
rsgauges:contactmat1, Contact redstone switch (door contact mat)
rsgauges:contactmat2, Contact redstone switch (sensitive square contact mat)
rsgauges:contactmat_rustic1, Contact redstone switch (rustic door floor plate)
rsgauges:contactmat_glass1, Contact redstone switch (touch configurable glass plate)
rsgauges:contactmat_glass2, Contact redstone switch (glass plate)
rsgauges:contactmat3, Contact redstone switch (shock sensor contact mat)
rsgauges:contactmat_rustic2, Contact redstone switch (rustic pressure plate)
rsgauges:contactmat_rustic3, Contact redstone switch (rustic shock sensor plate)
rsgauges:trapdoorswitch1, Trapdoor switch (industrial shock activated trapdoor)
rsgauges:trapdoorswitch2, Trapdoor switch (industrial high sensitive shock activated trapdoor)
rsgauges:trapdoorswitch3, Trapdoor switch (industrial item trapdoor)
rsgauges:trapdoorswitch_rustic1, Trapdoor switch (rustic shock activated trapdoor)
rsgauges:trapdoorswitch_rustic2, Trapdoor switch (rustic high sensitive shock activated trapdoor)
rsgauges:trapdoorswitch_rustic3, Trapdoor switch (rustic item trapdoor)
rsgauges:powerplant_yellow, Yellow power plant
rsgauges:powerplant_red, Red power plant
rsgauges:automaticswitch1, Automatic redstone switch (infrared motion detector)
rsgauges:automaticswitch2, Automatic redstone switch (linear laser detector)
rsgauges:automaticswitch3, Automatic redstone switch (local light sensor)
rsgauges:automaticswitch4, Automatic redstone switch (day timer clock)
rsgauges:automaticswitch5, Automatic redstone switch (rain sensor switch)
rsgauges:automaticswitch6, Automatic redstone switch (lightning potential switch)
rsgauges:automaticswitch7, Automatic redstone switch (interval signal timer)
rsgauges:detectorswitch_glass1, Automatic redstone switch (glass infrared motion detector)
rsgauges:detectorswitch_glass2, Automatic redstone switch (glass laser detector)
rsgauges:daytimeswitch_glass1, Automatic redstone switch (glass day timer clock)
rsgauges:timerswitch_glass1, Automatic redstone switch (glass interval signal timer)
rsgauges:observerswitch1, Block detection switch (industrial series)
rsgauges:relay_pulseswitchrx1, Switch link pulse receiver (industrial)
rsgauges:relay_pulseswitchrx2, Cased switch link pulse receiver (industrial)
rsgauges:relay_bistableswitchrx1, Switch link receiver (industrial)
rsgauges:relay_bistableswitchrx2, Cased switch link receiver (industrial)
rsgauges:relay_pulseswitchtx1, Switch link pulse relay (industrial)
rsgauges:relay_bistableswitchtx1, Switch link relay (industrial)
rsgauges:industrial_knock_switch, Knock Detector Bistable Switch (industrial)
rsgauges:industrial_knock_button, Knock Detector Pulse Switch (industrial)
rsgauges:dimmerswitch1, Dimmer switch (industrial series)
rsgauges:sensitiveglass, Redstone sensitive glass block (light emitting)
rsgauges:sensitiveglass_white, Redstone sensitive glass block (white stained)
rsgauges:sensitiveglass_red, Redstone sensitive glass block (red stained)
rsgauges:sensitiveglass_green, Redstone sensitive glass block (green stained)
rsgauges:sensitiveglass_blue, Redstone sensitive glass block (blue stained)
rsgauges:sensitiveglass_yellow, Redstone sensitive glass block (yellow stained)
rsgauges:sensitiveglass_orange, Redstone sensitive glass block (orange stained)
rsgauges:sensitiveglass_magenta, Redstone sensitive glass block (magenta stained)
rsgauges:sensitiveglass_lightblue, Redstone sensitive glass block (light blue stained)
rsgauges:sensitiveglass_lime, Redstone sensitive glass block (lime stained)
rsgauges:sensitiveglass_pink, Redstone sensitive glass block (pink stained)
rsgauges:sensitiveglass_gray, Redstone sensitive glass block (gray stained)
rsgauges:sensitiveglass_lightgray, Redstone sensitive glass block (light gray stained)
rsgauges:sensitiveglass_cyan, Redstone sensitive glass block (cyan stained)
rsgauges:sensitiveglass_purple, Redstone sensitive glass block (purple stained)
rsgauges:sensitiveglass_brown, Redstone sensitive glass block (brown stained)
rsgauges:sensitiveglass_black, Redstone sensitive glass block (black stained)
rsgauges:sensitiveglass_inverted, Redstone sensitive glass block (inverted, light emitting)
rsgauges:switchlink_pearl, Switch link pearl
thaumicaugmentation:vis_regenerator, Vis Regenerator
thaumicaugmentation:warded_chest, Warded Chest
thaumicaugmentation:temporary_light, Casted Light
thaumicaugmentation:stone:0, Void Stone
thaumicaugmentation:stone:1, Tainted Void Stone
thaumicaugmentation:stone:2, Tainted Void Stone Soil
thaumicaugmentation:arcane_trapdoor_wood, Greatwood Arcane Trapdoor
thaumicaugmentation:arcane_trapdoor_metal, Thaumium Arcane Trapdoor
thaumicaugmentation:arcane_trapdoor_silverwood, Silverwood Arcane Trapdoor
thaumicaugmentation:taint_flower, Tainted Flower
thaumicaugmentation:gauntlet:0, Thaumium Caster's Gauntlet
thaumicaugmentation:gauntlet:1, Voidseer Caster's Gauntlet
thaumicaugmentation:material:0, Vis Regeneration Lattice
thaumicaugmentation:material:1, Warding Sigil
thaumicaugmentation:material:2, Amalgamated Gear
thaumicaugmentation:material:3, Impetus Cell
thaumicaugmentation:seal_copier, Seal Copier
thaumicaugmentation:arcane_door:0, Greatwood Arcane Door
thaumicaugmentation:arcane_door:1, Thaumium Arcane Door
thaumicaugmentation:arcane_door:2, Silverwood Arcane Door
thaumicaugmentation:key:0, Iron Key
thaumicaugmentation:key:1, Brass key
thaumicaugmentation:key:2, Thaumium Key
thaumicaugmentation:void_boots, Boots of the Riftstrider
thaumicaugmentation:rift_seed:0, Flux Rift Seed
thaumicaugmentation:rift_seed:0, Flux Rift Seed
thaumicaugmentation:rift_seed:1, Flux Seed
thaumicaugmentation:rift_seed:1, Flux Seed
thaumicaugmentation:augment_caster_rift_energy_storage, Impetus Conductor
thaumicaugmentation:fracture_locator, Fracture Locator
thaumicaugmentation:augment_builder_power:0, Modifier: Experience
thaumicaugmentation:augment_builder_power:0, Modifier: Elemental
thaumicaugmentation:augment_builder_power:0, Modifier: Overworld
thaumicaugmentation:augment_builder_power:0, Modifier: Nether
thaumicaugmentation:augment_builder_power:0, Modifier: The End
thaumicaugmentation:augment_builder_power:0, Modifier: Emptiness
thaumicaugmentation:augment_builder_power:0, Modifier: Frenzy
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Focus Power
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Cast Speed
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Vis Discount
thaumicaugmentation:morphic_tool, Morphic Tool
thaumicaugmentation:primal_cutter, Primal Cutter
thaumcomp:sealconnector, Golem Seal Connector
thaumicenergistics:essentia_cell_1k, 1k ME Essentia Storage Cell
thaumicenergistics:essentia_cell_4k, 4k ME Essentia Storage Cell
thaumicenergistics:essentia_cell_16k, 16k ME Essentia Storage Cell
thaumicenergistics:essentia_cell_64k, 64k ME Essentia Storage Cell
thaumicenergistics:essentia_cell_creative, Creative ME Essentia Storage Cell
thaumicenergistics:essentia_import, ME Essentia Import Bus
thaumicenergistics:essentia_export, ME Essentia Export Bus
thaumicenergistics:essentia_storage, ME Essentia Storage Bus
thaumicenergistics:essentia_terminal, ME Essentia Terminal
thaumicenergistics:arcane_terminal, Arcane Crafting Terminal
thaumicenergistics:diffusion_core, Diffusion Core
thaumicenergistics:coalescence_core, Coalescence Core
thaumicenergistics:essentia_component_1k, 1k ME Essentia Storage Component
thaumicenergistics:essentia_component_4k, 4k ME Essentia Storage Component
thaumicenergistics:essentia_component_16k, 16k ME Essentia Storage Component
thaumicenergistics:essentia_component_64k, 64k ME Essentia Storage Component
thaumicenergistics:upgrade_arcane, Arcane Charging Upgrade
thaumicenergistics:dummy_aspect, item.thaumicenergistics.dummy_aspect.name
thaumicenergistics:infusion_provider, Essentia Infusion Provider
thaumicrestoration:block_reinforced, Thaumium Plated Stone
thaumicrestoration:block_greatwood, Greatwood Block
thaumicrestoration:block_greatwood_framed, Thaumium Framed Greatwood
thaumicrestoration:block_infuser, Crystal Infuser
thaumicrestoration:block_adv_recharge_pedestal, Advanced Vis Recharge Pedestal
thaumicrestoration:block_obsidian, Terra Infused Obsidian
thaumicrestoration:block_paving_aer, Paving Stone of Permeability
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:item_wand:0, Novice Wand
thaumicrestoration:item_wand:0, Novice Wand
thaumicrestoration:item_wand:1, Adept Wand
thaumicrestoration:item_wand:1, Adept Wand
thaumicrestoration:item_wand:2, Grandmasters Wand
thaumicrestoration:item_wand:2, Grandmasters Wand
thaumicrestoration:item_ingot:0, Air Infused Thaumium
thaumicrestoration:item_ingot:1, Fire Infused Thaumium
thaumicrestoration:item_ingot:2, Water Infused Thaumium
thaumicrestoration:item_ingot:3, Earth Infused Thaumium
thaumicrestoration:item_ingot:4, Order Infused Thaumium
thaumicrestoration:item_ingot:5, Entropy Infused Thaumium
thaumicrestoration:item_plate:0, Air Infused Thaumium Plate
thaumicrestoration:item_plate:1, Fire Infused Thaumium Plate
thaumicrestoration:item_plate:2, Water Infused Thaumium Plate
thaumicrestoration:item_plate:3, Earth Infused Thaumium Plate
thaumicrestoration:item_plate:4, Order Infused Thaumium Plate
thaumicrestoration:item_plate:5, Entropy Infused Thaumium Plate
thaumicrestoration:item_wandcap, Brass Wand Cap
thaumicrestoration:item_wandrod, Wooden Wand Core
thaumicrestoration:item_bucket:0, Infinite Water Bucket
thaumicrestoration:item_toast, Thaumic Toast
thaumicrestoration:item_witherring, Wither Protection Ring
thaumicrestoration:item_lighter, item.item_lighter.name
thaumicrestoration:item_shard, Colorful Curiosity
tcomplement:materials:0, Stone Bucket
tcomplement:materials:1, Scorched Brick
tcomplement:materials:10, Steel Ingot
tcomplement:materials:20, Steel Nugget
tcomplement:cast:0, Bucket Cast
tcomplement:cast_clay:0, Clay Bucket Cast
tcomplement:melter:0, Melter
tcomplement:melter:8, Seared Heater
tcomplement:alloy_tank:0, Alloy Tank
tcomplement:manyullyn_helmet, Manyullyn Helmet
tcomplement:manyullyn_chestplate, Manyullyn Chestplate
tcomplement:manyullyn_leggings, Manyullyn Leggings
tcomplement:manyullyn_boots, Manyullyn Boots
tcomplement:knightslime_helmet, Knightslime Helmet
tcomplement:knightslime_chestplate, Knightslime Chestplate
tcomplement:knightslime_leggings, Knightslime Leggings
tcomplement:knightslime_boots, Knightslime Boots
tcomplement:steel_helmet, Steel Helmet
tcomplement:steel_chestplate, Steel Chestplate
tcomplement:steel_leggings, Steel Leggings
tcomplement:steel_boots, Steel Boots
tcomplement:storage:0, Block of Charcoal
tcomplement:storage:1, Block of Steel
tcomplement:high_oven_controller:0, High Oven Controller
tcomplement:scorched_faucet:0, Scorched Faucet
tcomplement:scorched_channel:0, Scorched Channel
tcomplement:scorched_casting:0, Scorched Casting Table
tcomplement:scorched_casting:1, Scorched Casting Basin
tcomplement:high_oven_io:0, Scorched Drain
tcomplement:high_oven_io:1, Scorched Chute
tcomplement:high_oven_io:2, Scorched Duct
tcomplement:scorched_block:0, Scorched Stone
tcomplement:scorched_block:1, Scorched Cobblestone
tcomplement:scorched_block:2, Scorched Paver
tcomplement:scorched_block:3, Scorched Bricks
tcomplement:scorched_block:4, Cracked Scorched Bricks
